,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
AM,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,13,51,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,28,1,2,0,11,1,0,0,0,4,0,28,3,0,11,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,22,4,0,0,0,0,0,0,0,7,1,1,0,0,3,5,0,0,0,0,0,4,0,1,0,0,0,8,0,0,0,0,0,0,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
AN,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,29,2,0,0,2,0,0,0,2,21,1,0,1,0,0,0,6,5,0,0,6,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,19,86,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,2,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,12,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,2,3,0,0,0,1,0,0,2,0,6,1,0,0,0,0,0,2,0,3,0,0,102,1,4,3,11,0,0,0,0,14,5,57,35,0,8,3,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,17,50,4,0,0,0,0,0,0,0,4,15,1,0,0,1,21,7,0,5,0,0,2,0,6,0,0,0,4,15,0,0,0,0,0,0,4,6,0,3,1,0,0,0,0,0,7,0,0,2,1,5,0,0,0,2,10,0
AP,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,1,1,0,0,11,38,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,1,171,66,0,2,0,4,0,0,0,0,56,0,0,0,0,11,3,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,128,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,51,0,0,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,12,1,2,0,18,0,0,0,0,14,0,8,1,0,7,2,0,0,0,0,1,0,0,0,0,0,0,1,0,284,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,6,0,0,2,0,0,0,0,146,3,3,0,0,3,4,15,0,1,0,0,6,0,1,1,0,0,13,18,0,0,0,0,1,1,7,4,0,2,1,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,6
AQ,0,0,0,3,0,0,14,0,1,0,0,0,0,6,0,0,0,0,0,5,0,0,21,1,0,0,0,0,0,0,1,18,0,0,2,0,0,0,6,7,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,60,187,0,22,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,1,0,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,10,0,0,163,0,13,3,17,2,0,0,0,11,4,109,63,0,15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,69,0,0,0,1,0,0,0,0,5,10,3,0,0,2,21,17,0,1,0,0,3,0,2,2,0,0,3,9,0,0,0,0,0,1,3,14,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0
AR,0,0,0,2,0,0,15,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,1,4,4,0,3,0,0,0,8,4,0,0,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,249,0,30,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,15,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,1,117,1,26,2,12,4,0,0,0,12,5,98,48,0,6,1,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,1,0,0,0,0,0,0,0,2,11,1,0,0,0,20,13,0,1,1,0,0,0,2,0,0,0,7,7,0,0,0,0,0,1,3,10,0,2,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,1,1
AS,0,0,0,7,0,0,35,0,11,0,0,0,0,12,0,0,5,0,0,22,0,1,26,1,0,0,0,2,0,0,5,12,4,0,0,0,0,0,16,10,0,0,14,331,1,2,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,7,225,896,0,94,0,1,0,0,0,0,14,0,0,0,0,13,3,0,0,3,1,11,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,161,10,3,49,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,28,0,0,0,0,0,7,0,0,15,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,11,0,0,0,17,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,4,2,0,1,0,0,0,0,0,0,20,1,0,0,0,15,0,0,21,4,0,0,0,2,0,0,4,0,8,2,0,0,0,0,0,4,0,25,0,1,242,3,54,4,51,4,0,0,0,27,4,319,184,0,55,7,0,0,2,0,15,6,0,0,0,0,0,5,0,39,0,0,59,0,54,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,134,15,0,0,1,0,0,0,0,11,25,3,0,0,7,77,15,0,7,2,0,7,0,7,5,0,0,29,30,0,1,0,1,1,14,8,24,0,6,3,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,9,6
AT,0,0,0,9,0,0,32,0,3,0,0,0,0,11,0,0,3,0,1,13,0,0,20,0,0,0,0,0,1,0,5,11,1,0,0,0,0,0,7,15,0,0,5,89,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,2,93,320,0,19,0,3,0,0,0,0,4,0,0,0,0,12,2,0,0,2,0,2,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,39,0,0,0,2,0,11,0,0,15,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,16,0,0,0,2,11,0,0,8,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,12,0,1,251,2,11,1,57,4,0,0,0,15,1,207,98,0,57,6,0,0,0,0,2,1,0,0,1,0,0,7,0,14,0,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,140,8,0,0,2,0,0,0,0,23,34,5,0,0,5,55,20,0,5,0,0,10,0,9,3,0,0,22,15,0,0,0,0,0,5,8,12,0,7,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,6,0
AV,0,0,0,2,0,0,13,0,3,0,0,0,0,3,0,0,0,0,0,6,0,1,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,54,130,0,18,0,2,0,0,0,0,10,0,0,0,0,28,1,0,0,10,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,5,0,0,16,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,7,1,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,9,0,0,0,2,8,0,0,5,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,7,0,0,53,2,12,1,75,0,0,0,0,11,4,74,34,0,178,2,0,0,2,0,5,1,0,0,4,0,0,3,0,83,0,0,15,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,7,0,0,3,0,0,0,0,30,3,0,0,0,8,10,1,0,1,0,0,18,0,4,8,0,0,18,3,1,0,0,0,0,8,8,16,0,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,8,1
AW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,7,0,0,0,0,4,2,11,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,0,0,1,0,0,0,0,1,3,3,0,0,0,7,2,0,0,0,0,1,0,0,1,0,0,27,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AY,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,29,1,2,1,7,0,0,0,0,3,1,21,14,0,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,2,0,0,0,0,0,0,0,1,8,0,0,0,0,7,8,0,0,0,0,2,0,7,0,0,0,14,4,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,1,0,0,6,0,0,0,0,0,2,1,1,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,13,47,0,5,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,4,0,0,0,0,1,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,3,0,0,3,6,0,0,0,0,0,0,2,9,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,0
CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5,5,20,0,3,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,8,0,7,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
CD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,1,0,0,0,2,0,0,0,51,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,2,5,2,0,0,0,5,0,7,6,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7,1,0,0,2,0,1,0,10,0,0,0,10,19,0,0,0,0,0,1,4,6,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1
CE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,12,0,0,2,1,1,0,0,14,1,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,1,0,2,0,0,0,0,5,1,18,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,2,13,0,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,3,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
CF,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,8,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
